registry_id,year,violation
110070893112,2022,0
110070695813,2022,0
110071077345,2022,1
110070946765,2022,0
110070893683,2022,1
110070667238,2022,0
110070668168,2022,0
110070884611,2022,1
110066031421,2022,0
110070518483,2022,0
110056350540,2022,0
110070948546,2022,0
110070673192,2022,0
110070875818,2022,1
110070155162,2022,0
110071077220,2022,1
110032646527,2022,0
110071070407,2022,0
110008972594,2022,0
110070941186,2022,0
110070926821,2022,0
110070832427,2022,0
110070741200,2022,0
110071067713,2022,1
110070839073,2022,0
110070883131,2022,1
110070832243,2022,1
110070250368,2022,0
110070919557,2022,0
110070115482,2022,1
110020959300,2022,0
110040763885,2022,1
110070003976,2022,0
110070928884,2022,0
110071220416,2022,0
110071076278,2022,1
110070256362,2022,1
110070839776,2022,0
110070596700,2022,1
110071144487,2022,1
110070894096,2022,0
110070940134,2022,1
110071068145,2022,0
110056730113,2022,1
110070072418,2022,0
110070696277,2022,0
110070793667,2022,0
110070894034,2022,0
110070946036,2022,1
110012965201,2022,0
110070892459,2022,1
110070819071,2022,0
110071252852,2022,1
110070119756,2022,0
110071148172,2022,1
110070865646,2022,0
110041959048,2022,0
110069995264,2022,0
110070837999,2022,0
110009074786,2022,0
110070949207,2022,0
110012609178,2022,0
110071155644,2022,0
110070073605,2022,0
110070818949,2022,0
110071158161,2022,0
110070712137,2022,0
110071206641,2022,1
110071066820,2022,1
110070949292,2022,1
110071277971,2022,0
110070551805,2022,0
110070946357,2022,0
110070712228,2022,1
110071147668,2022,0
110070894234,2022,1
110070686552,2022,0
110070891722,2022,1
110071142116,2022,0
110071240687,2022,0
110070742752,2022,0
110070237662,2022,0
110071096392,2022,0
110071236278,2022,0
110070946712,2022,0
110070695545,2022,0
110065283188,2022,0
110071157647,2022,0
110005659812,2022,0
110071097425,2022,0
110071067623,2022,0
110071158297,2022,1
110071142293,2022,0
110067354286,2022,1
110071254888,2022,0
110070946467,2022,0
110070792051,2022,0
110071203986,2022,0
110055626470,2022,1
110002536355,2022,1
110070947663,2022,1
110071253777,2022,0
110070602418,2022,0
110070948411,2022,1
110071097686,2022,0
110009957671,2022,0
110070839642,2022,0
110070949106,2022,0
110070266883,2022,1
110069604789,2022,0
110070064155,2022,0
110070742540,2022,1
110071144961,2022,1
110003236515,2022,1
110070159218,2022,0
110070693244,2022,0
110070865092,2022,1
110071082620,2022,0
110071074263,2022,0
110070918951,2022,1
110071096005,2022,0
110071144625,2022,0
110070741603,2022,0
110070504630,2022,1
110071158671,2022,1
110070894219,2022,0
110071223079,2022,1
110071148210,2022,0
110070227855,2022,0
110070695893,2022,0
110071239694,2022,0
110071236172,2022,1
110071222408,2022,1
110071092728,2022,0
110064674641,2022,0
110070232495,2022,0
110070867719,2022,0
110070517540,2022,1
110070706175,2022,0
110071204584,2022,0
110071279416,2022,0
110069493952,2022,1
110070667655,2022,0
110071147978,2022,1
110070930303,2022,1
110071237484,2022,0
110071180922,2022,0
110071221900,2022,0
110071181783,2022,0
110070567602,2022,0
110071081999,2022,0
110070793891,2022,0
587045725597,2022,1
287976991379,2022,1
593626898223,2022,0
898787455485,2022,1
447518950185,2022,0
131083509216,2022,0
848308670007,2022,0
698689100197,2022,0
709807017613,2022,0
324253300613,2022,1
774524306585,2022,0
450281513480,2022,0
287548315871,2022,0
727420307186,2022,0
761039145333,2022,0
378040382493,2022,0
482047536104,2022,1
298216756416,2022,0
657201015244,2022,0
283042049717,2022,1
